date,entry_time,entry_price,entry_credit,short_symbol,contracts,exit_reason,pnl
2025-01-08,0.0,516.77,3.0,NDX250108C00550000,1,SL,-0.30000000000000004
2025-01-08,0.5,517.01,3.1875,NDX250108C00550000,1,Hold: Worthless,3.1875
2025-01-08,1.0,516.7,3.375,NDX250108C00550000,1,TP (50%),1.6875
2025-01-08,1.5,514.98,3.5625,NDX250108C00550000,1,Hold: Worthless,3.5625
2025-01-08,2.0,512.89,3.75,NDX250108C00550000,1,Hold: Worthless,3.75
2025-01-08,2.5,512.75,3.9375,NDX250108C00550000,1,TP (50%),1.96875
2025-01-08,3.0,514.65,4.125,NDX250108C00550000,1,SL,-0.41250000000000003
2025-01-08,3.5,514.9,4.3125,NDX250108C00550000,1,TP (50%),2.15625
2025-01-10,0.0,513.5,3.0,NDX250110C00550000,1,Hold: Worthless,3.0
2025-01-10,0.5,513.81,3.1875,NDX250110C00550000,1,Hold: Worthless,3.1875
2025-01-10,1.0,515.4,3.375,NDX250110C00550000,2,Hold: Worthless,6.75
2025-01-10,1.5,514.54,3.5625,NDX250110C00550000,2,Hold: Worthless,7.125
2025-01-10,2.0,513.58,3.75,NDX250110C00550000,2,SL,-0.75
2025-01-10,2.5,514.46,3.9375,NDX250110C00550000,2,Hold: Worthless,7.875
2025-01-10,3.0,509.74,4.125,NDX250110C00525000,2,SL,-0.8250000000000001
2025-01-10,3.5,510.16,4.3125,NDX250110C00525000,2,Hold: Worthless,8.625
2025-01-13,0.0,500.07,3.0,NDX250113C00525000,2,SL,-0.6000000000000001
2025-01-13,0.5,500.19,3.1875,NDX250113C00525000,2,Hold: Worthless,6.375
2025-01-13,1.0,501.0,3.375,NDX250113C00525000,2,SL,-0.675
2025-01-13,1.5,501.1,3.5625,NDX250113C00525000,2,SL,-0.7125
2025-01-13,2.0,501.23,3.75,NDX250113C00525000,2,TP (50%),3.75
2025-01-13,2.5,500.66,3.9375,NDX250113C00525000,2,TP (50%),3.9375
2025-01-13,3.0,502.65,4.125,NDX250113C00525000,2,Hold: Worthless,8.25
2025-01-13,3.5,502.42,4.3125,NDX250113C00525000,2,Hold: Worthless,8.625
2025-01-14,0.0,509.34,3.0,NDX250114C00525000,2,Hold: Worthless,6.0
2025-01-14,0.5,509.13,3.1875,NDX250114C00525000,2,Hold: Worthless,6.375
2025-01-14,1.0,508.96,3.375,NDX250114C00525000,2,Hold: Worthless,6.75
2025-01-14,1.5,508.36,3.5625,NDX250114C00525000,2,SL,-0.7125
2025-01-14,2.0,507.25,3.75,NDX250114C00525000,2,TP (50%),3.75
2025-01-14,2.5,507.32,3.9375,NDX250114C00525000,2,SL,-0.7875000000000001
2025-01-14,3.0,506.5317,4.125,NDX250114C00525000,5,SL,-2.0625
2025-01-14,3.5,509.6,4.3125,NDX250114C00525000,5,TP (50%),10.78125
2025-01-15,0.0,505.85,3.0,NDX250115C00525000,5,Hold: Worthless,15.0
2025-01-15,0.5,505.61,3.1875,NDX250115C00525000,5,SL,-1.5937500000000002
2025-01-15,1.0,506.28,3.375,NDX250115C00525000,5,TP (50%),8.4375
2025-01-15,1.5,507.27,3.5625,NDX250115C00525000,5,SL,-1.78125
2025-01-15,2.0,506.88,3.75,NDX250115C00525000,5,Hold: Worthless,18.75
2025-01-15,2.5,506.8098,3.9375,NDX250115C00525000,5,Hold: Worthless,19.6875
2025-01-15,3.0,513.76,4.125,NDX250115C00550000,5,TP (50%),10.3125
2025-01-15,3.5,513.07,4.3125,NDX250115C00550000,5,SL,-2.15625
2025-01-16,0.0,518.8,3.0,NDX250116C00550000,5,TP (50%),7.5
2025-01-16,0.5,518.28,3.1875,NDX250116C00550000,5,SL,-1.5937500000000002
2025-01-16,1.0,519.17,3.375,NDX250116C00550000,5,SL,-1.6875
2025-01-16,1.5,518.88,3.5625,NDX250116C00550000,5,Hold: Worthless,17.8125
2025-01-16,2.0,519.51,3.75,NDX250116C00550000,5,TP (50%),9.375
2025-01-16,2.5,518.16,3.9375,NDX250116C00550000,5,SL,-1.9687500000000002
2025-01-16,3.0,517.55,4.125,NDX250116C00550000,5,Hold: Worthless,20.625
2025-01-16,3.5,517.52,4.3125,NDX250116C00550000,5,SL,-2.15625
2025-01-17,0.0,515.77,3.0,NDX250117C00550000,5,SL,-1.5000000000000002
2025-01-17,0.5,515.65,3.1875,NDX250117C00550000,5,SL,-1.5937500000000002
2025-01-17,1.0,515.6,3.375,NDX250117C00550000,5,SL,-1.6875
2025-01-17,1.5,515.36,3.5625,NDX250117C00550000,5,TP (50%),8.90625
2025-01-17,2.0,515.76,3.75,NDX250117C00550000,5,SL,-1.875
2025-01-17,2.5,515.76,3.9375,NDX250117C00550000,5,Hold: Worthless,19.6875
2025-01-17,3.0,517.97,4.125,NDX250117C00550000,5,Hold: Worthless,20.625
2025-01-17,3.5,519.81,4.3125,NDX250117C00550000,5,Hold: Worthless,21.5625
2025-01-21,0.0,523.79,3.0,NDX250121C00550000,5,TP (50%),7.5
2025-01-21,0.5,524.64,3.1875,NDX250121C00550000,5,SL,-1.5937500000000002
2025-01-21,1.0,524.28,3.375,NDX250121C00550000,5,TP (50%),8.4375
2025-01-21,1.5,523.59,3.5625,NDX250121C00550000,5,TP (50%),8.90625
2025-01-21,2.0,523.7,3.75,NDX250121C00550000,5,TP (50%),9.375
2025-01-21,2.5,524.09,3.9375,NDX250121C00550000,5,SL,-1.9687500000000002
2025-01-21,3.0,524.05,4.125,NDX250121C00550000,5,SL,-2.0625
2025-01-21,3.5,524.35,4.3125,NDX250121C00550000,5,Hold: Worthless,21.5625
2025-01-22,0.0,529.16,3.0,NDX250122C00550000,5,SL,-1.5000000000000002
2025-01-22,0.5,528.83,3.1875,NDX250122C00550000,5,SL,-1.5937500000000002
2025-01-22,1.0,528.92,3.375,NDX250122C00550000,5,SL,-1.6875
2025-01-22,1.5,529.05,3.5625,NDX250122C00550000,5,Hold: Worthless,17.8125
2025-01-22,2.0,529.3,3.75,NDX250122C00550000,5,Hold: Worthless,18.75
2025-01-22,2.5,529.32,3.9375,NDX250122C00550000,5,Hold: Worthless,19.6875
2025-01-22,3.0,529.73,4.125,NDX250122C00550000,5,Hold: Worthless,20.625
2025-01-22,3.5,529.9001,4.3125,NDX250122C00550000,5,SL,-2.15625
2025-01-23,0.0,528.5,3.0,NDX250123C00550000,5,Hold: Worthless,15.0
2025-01-23,0.5,529.03,3.1875,NDX250123C00550000,5,TP (50%),7.96875
2025-01-23,1.0,528.9,3.375,NDX250123C00550000,5,SL,-1.6875
2025-01-23,1.5,528.88,3.5625,NDX250123C00550000,10,Hold: Worthless,35.625
2025-01-23,2.0,528.76,3.75,NDX250123C00550000,10,Hold: Worthless,37.5
2025-01-23,2.5,529.1,3.9375,NDX250123C00550000,10,TP (50%),19.6875
2025-01-23,3.0,528.9,4.125,NDX250123C00550000,10,SL,-4.125
2025-01-23,3.5,529.11,4.3125,NDX250123C00550000,10,SL,-4.3125
2025-01-24,0.0,532.36,3.0,NDX250124C00550000,10,SL,-3.0000000000000004
2025-01-24,0.5,531.98,3.1875,NDX250124C00550000,10,Hold: Worthless,31.875
2025-01-24,1.0,532.09,3.375,NDX250124C00550000,10,TP (50%),16.875
2025-01-24,1.5,531.96,3.5625,NDX250124C00550000,10,Hold: Worthless,35.625
2025-01-24,2.0,532.8,3.75,NDX250124C00550000,10,Hold: Worthless,37.5
2025-01-24,2.5,532.515,3.9375,NDX250124C00550000,10,SL,-3.9375000000000004
2025-01-24,3.0,532.04,4.125,NDX250124C00550000,10,TP (50%),20.625
2025-01-24,3.5,532.75,4.3125,NDX250124C00550000,10,TP (50%),21.5625
2025-01-27,0.0,512.61,3.0,NDX250127C00550000,10,Hold: Worthless,30.0
2025-01-27,0.5,511.95,3.1875,NDX250127C00525000,10,TP (50%),15.9375
2025-01-27,1.0,509.35,3.375,NDX250127C00525000,10,Hold: Worthless,33.75
2025-01-27,1.5,505.5,3.5625,NDX250127C00525000,10,Hold: Worthless,35.625
2025-01-27,2.0,506.33,3.75,NDX250127C00525000,10,SL,-3.75
2025-01-27,2.5,509.25,3.9375,NDX250127C00525000,10,TP (50%),19.6875
2025-01-27,3.0,509.77,4.125,NDX250127C00525000,10,TP (50%),20.625
2025-01-27,3.5,509.84,4.3125,NDX250127C00525000,10,TP (50%),21.5625
2025-01-28,0.0,516.56,3.0,NDX250128C00550000,10,Hold: Worthless,30.0
2025-01-28,0.5,517.55,3.1875,NDX250128C00550000,10,Hold: Worthless,31.875
2025-01-28,1.0,517.81,3.375,NDX250128C00550000,10,SL,-3.375
2025-01-28,1.5,517.66,3.5625,NDX250128C00550000,10,Hold: Worthless,35.625
2025-01-28,2.0,516.58,3.75,NDX250128C00550000,10,TP (50%),18.75
2025-01-28,2.5,515.25,3.9375,NDX250128C00550000,10,SL,-3.9375000000000004
2025-01-28,3.0,514.87,4.125,NDX250128C00550000,10,Hold: Worthless,41.25
2025-01-28,3.5,515.6,4.3125,NDX250128C00550000,10,TP (50%),21.5625
2025-01-29,0.0,523.62,3.0,NDX250129C00550000,10,SL,-3.0000000000000004
2025-01-29,0.5,524.0,3.1875,NDX250129C00550000,10,TP (50%),15.9375
2025-01-29,1.0,523.99,3.375,NDX250129C00550000,10,SL,-3.375
2025-01-29,1.5,524.51,3.5625,NDX250129C00550000,10,Hold: Worthless,35.625
2025-01-29,2.0,524.25,3.75,NDX250129C00550000,10,Hold: Worthless,37.5
2025-01-29,2.5,523.63,3.9375,NDX250129C00550000,10,TP (50%),19.6875
2025-01-29,3.0,522.16,4.125,NDX250129C00550000,10,Hold: Worthless,41.25
2025-01-29,3.5,522.518,4.3125,NDX250129C00550000,10,SL,-4.3125
2025-01-30,0.0,523.99,3.0,NDX250130C00550000,10,TP (50%),15.0
2025-01-30,0.5,523.45,3.1875,NDX250130C00550000,10,TP (50%),15.9375
2025-01-30,1.0,523.13,3.375,NDX250130C00550000,10,Hold: Worthless,33.75
2025-01-30,1.5,524.12,3.5625,NDX250130C00550000,10,TP (50%),17.8125
2025-01-30,2.0,523.5,3.75,NDX250130C00550000,10,TP (50%),18.75
2025-01-30,2.5,522.9,3.9375,NDX250130C00550000,10,SL,-3.9375000000000004
2025-01-30,3.0,523.37,4.125,NDX250130C00550000,10,TP (50%),20.625
2025-01-30,3.5,523.09,4.3125,NDX250130C00550000,10,SL,-4.3125
2025-01-31,0.0,527.5,3.0,NDX250131C00550000,10,Hold: Worthless,30.0
2025-01-31,0.5,527.15,3.1875,NDX250131C00550000,10,TP (50%),15.9375
2025-01-31,1.0,527.62,3.375,NDX250131C00550000,10,TP (50%),16.875
2025-01-31,1.5,527.711,3.5625,NDX250131C00550000,10,SL,-3.5625
2025-01-31,2.0,527.41,3.75,NDX250131C00550000,10,SL,-3.75
2025-01-31,2.5,527.22,3.9375,NDX250131C00550000,10,TP (50%),19.6875
2025-01-31,3.0,527.07,4.125,NDX250131C00550000,10,SL,-4.125
2025-01-31,3.5,526.82,4.3125,NDX250131C00550000,10,TP (50%),21.5625
2025-02-03,0.0,513.41,3.0,NDX250203C00550000,10,Hold: Worthless,30.0
2025-02-03,0.5,512.58,3.1875,NDX250203C00550000,10,TP (50%),15.9375
2025-02-03,1.0,514.08,3.375,NDX250203C00550000,10,SL,-3.375
2025-02-03,1.5,514.58,3.5625,NDX250203C00550000,10,TP (50%),17.8125
2025-02-03,2.0,513.92,3.75,NDX250203C00550000,10,Hold: Worthless,37.5
2025-02-03,2.5,512.995,3.9375,NDX250203C00550000,10,SL,-3.9375000000000004
2025-02-03,3.0,512.53,4.125,NDX250203C00550000,10,TP (50%),20.625
2025-02-03,3.5,513.9397,4.3125,NDX250203C00550000,10,TP (50%),21.5625
2025-02-04,0.0,517.59,3.0,NDX250204C00550000,10,Hold: Worthless,30.0
2025-02-04,0.5,517.55,3.1875,NDX250204C00550000,10,Hold: Worthless,31.875
2025-02-04,1.0,517.72,3.375,NDX250204C00550000,10,Hold: Worthless,33.75
2025-02-04,1.5,518.31,3.5625,NDX250204C00550000,10,TP (50%),17.8125
2025-02-04,2.0,518.67,3.75,NDX250204C00550000,10,TP (50%),18.75
2025-02-04,2.5,519.29,3.9375,NDX250204C00550000,10,SL,-3.9375000000000004
2025-02-04,3.0,518.79,4.125,NDX250204C00550000,10,Hold: Worthless,41.25
2025-02-04,3.5,519.29,4.3125,NDX250204C00550000,10,TP (50%),21.5625
2025-02-05,0.0,519.7,3.0,NDX250205C00550000,10,SL,-3.0000000000000004
2025-02-05,0.5,519.23,3.1875,NDX250205C00550000,10,SL,-3.1875000000000004
2025-02-05,1.0,519.82,3.375,NDX250205C00550000,10,SL,-3.375
2025-02-05,1.5,520.19,3.5625,NDX250205C00550000,10,SL,-3.5625
2025-02-05,2.0,520.03,3.75,NDX250205C00550000,10,Hold: Worthless,37.5
2025-02-05,2.5,520.87,3.9375,NDX250205C00550000,10,TP (50%),19.6875
2025-02-05,3.0,520.67,4.125,NDX250205C00550000,10,SL,-4.125
2025-02-05,3.5,520.99,4.3125,NDX250205C00550000,10,Hold: Worthless,43.125
2025-02-06,0.0,528.1,3.0,NDX250206C00550000,10,Hold: Worthless,30.0
2025-02-06,0.5,527.53,3.1875,NDX250206C00550000,10,Hold: Worthless,31.875
2025-02-06,1.0,526.84,3.375,NDX250206C00550000,10,SL,-3.375
2025-02-06,1.5,526.21,3.5625,NDX250206C00550000,10,Hold: Worthless,35.625
2025-02-06,2.0,526.12,3.75,NDX250206C00550000,10,SL,-3.75
2025-02-06,2.5,526.79,3.9375,NDX250206C00550000,10,SL,-3.9375000000000004
2025-02-06,3.0,527.03,4.125,NDX250206C00550000,10,TP (50%),20.625
2025-02-06,3.5,526.92,4.3125,NDX250206C00550000,10,TP (50%),21.5625
2025-02-07,0.0,529.16,3.0,NDX250207C00550000,10,Hold: Worthless,30.0
2025-02-07,0.5,529.46,3.1875,NDX250207C00550000,10,TP (50%),15.9375
2025-02-07,1.0,529.29,3.375,NDX250207C00550000,10,Hold: Worthless,33.75
2025-02-07,1.5,529.7,3.5625,NDX250207C00550000,10,SL,-3.5625
2025-02-07,2.0,529.52,3.75,NDX250207C00550000,10,SL,-3.75
2025-02-07,2.5,529.58,3.9375,NDX250207C00550000,10,SL,-3.9375000000000004
2025-02-07,3.0,528.89,4.125,NDX250207C00550000,10,Hold: Worthless,41.25
2025-02-07,3.5,529.7,4.3125,NDX250207C00550000,10,Hold: Worthless,43.125
2025-02-10,0.0,526.02,3.0,NDX250210C00550000,10,SL,-3.0000000000000004
2025-02-10,0.5,525.95,3.1875,NDX250210C00550000,10,Hold: Worthless,31.875
2025-02-10,1.0,525.74,3.375,NDX250210C00550000,10,SL,-3.375
2025-02-10,1.5,526.63,3.5625,NDX250210C00550000,10,SL,-3.5625
2025-02-10,2.0,526.6,3.75,NDX250210C00550000,10,Hold: Worthless,37.5
2025-02-10,2.5,526.61,3.9375,NDX250210C00550000,10,Hold: Worthless,39.375
2025-02-10,3.0,527.42,4.125,NDX250210C00550000,10,SL,-4.125
2025-02-10,3.5,527.8003,4.3125,NDX250210C00550000,10,SL,-4.3125
2025-02-11,0.0,527.18,3.0,NDX250211C00550000,10,SL,-3.0000000000000004
2025-02-11,0.5,527.27,3.1875,NDX250211C00550000,10,TP (50%),15.9375
2025-02-11,1.0,526.94,3.375,NDX250211C00550000,10,Hold: Worthless,33.75
2025-02-11,1.5,526.93,3.5625,NDX250211C00550000,10,TP (50%),17.8125
2025-02-11,2.0,526.93,3.75,NDX250211C00550000,10,TP (50%),18.75
2025-02-11,2.5,526.71,3.9375,NDX250211C00550000,10,TP (50%),19.6875
2025-02-11,3.0,526.3,4.125,NDX250211C00550000,10,Hold: Worthless,41.25
2025-02-11,3.5,525.7496,4.3125,NDX250211C00550000,10,Hold: Worthless,43.125
2025-02-12,0.0,527.24,3.0,NDX250212C00550000,10,Hold: Worthless,30.0
2025-02-12,0.5,527.69,3.1875,NDX250212C00550000,10,TP (50%),15.9375
2025-02-12,1.0,527.91,3.375,NDX250212C00550000,10,Hold: Worthless,33.75
2025-02-12,1.5,528.27,3.5625,NDX250212C00550000,10,SL,-3.5625
2025-02-12,2.0,528.83,3.75,NDX250212C00550000,10,Hold: Worthless,37.5
2025-02-12,2.5,529.09,3.9375,NDX250212C00550000,10,SL,-3.9375000000000004
2025-02-12,3.0,522.6,4.125,NDX250212C00550000,10,TP (50%),20.625
2025-02-12,3.5,522.01,4.3125,NDX250212C00550000,10,Hold: Worthless,43.125
2025-02-13,0.0,529.03,3.0,NDX250213C00550000,10,Hold: Worthless,30.0
2025-02-13,0.5,528.98,3.1875,NDX250213C00550000,10,Hold: Worthless,31.875
2025-02-13,1.0,529.32,3.375,NDX250213C00550000,10,SL,-3.375
2025-02-13,1.5,529.0,3.5625,NDX250213C00550000,10,Hold: Worthless,35.625
2025-02-13,2.0,528.88,3.75,NDX250213C00550000,10,SL,-3.75
2025-02-13,2.5,528.63,3.9375,NDX250213C00550000,10,Hold: Worthless,39.375
2025-02-13,3.0,530.2,4.125,NDX250213C00550000,10,SL,-4.125
2025-02-13,3.5,530.04,4.3125,NDX250213C00550000,10,Hold: Worthless,43.125
2025-02-14,0.0,536.99,3.0,NDX250214C00550000,10,TP (50%),15.0
2025-02-14,0.5,536.34,3.1875,NDX250214C00550000,10,SL,-3.1875000000000004
